SCHOOL_YEAR	DATA_LEVEL	PUBLIC_OR_INDEPENDENT	DISTRICT_NUMBER	DISTRICT_NAME	SCHOOL_NUMBER	SCHOOL_NAME	EXAM_SUBJECT	GRADE	NUMBER_OF_EXAM_WRITERS	NUMBER_OF_C_MINUS_OR_BETTER	PERCENT_OF_C_MINUS_OR_BETTER
2007/2008	SCHOOL LEVEL	BC Public School	063	Saanich	06363020	Stelly's Secondary School	Chemistry 12	12	34	34	100
2007/2008	SCHOOL LEVEL	BC Public School	063	Saanich	06363021	Claremont Secondary School	Chemistry 12	12	72	67	93
2007/2008	SCHOOL LEVEL	BC Public School	063	Saanich	06363022	Parkland Secondary School	Chemistry 12	12	23	23	100
2007/2008	SCHOOL LEVEL	BC Public School	063	Saanich	06398007	South Island Distance Education School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	064	Gulf Islands	06464010	Gulf Islands Secondary	Chemistry 12	12	13	12	92
2007/2008	SCHOOL LEVEL	BC Public School	067	Okanagan Skaha	06715002	Penticton Secondary	Chemistry 12	12	82	75	91
2007/2008	SCHOOL LEVEL	BC Public School	067	Okanagan Skaha	06715008	Princess Margaret Secondary	Chemistry 12	12	27	23	85
2007/2008	SCHOOL LEVEL	BC Public School	067	Okanagan Skaha	06777002	Summerland Secondary	Chemistry 12	12	17	15	88
2007/2008	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868001	Nanaimo District Secondary	Chemistry 12	12	10	9	90
2007/2008	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868002	Ladysmith Secondary	Chemistry 12	12	22	22	100
2007/2008	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868010	Dover Bay Secondary	Chemistry 12	12	58	57	98
2007/2008	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868011	John Barsby Community School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868013	Woodlands Secondary	Chemistry 12	12	10	9	90
2007/2008	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868015	Wellington Secondary	Chemistry 12	12	20	17	85
2007/2008	SCHOOL LEVEL	BC Public School	069	Qualicum	06969012	Ecole Secondaire Ballenas Secondary	Chemistry 12	12	19	16	84
2007/2008	SCHOOL LEVEL	BC Public School	069	Qualicum	06969014	Kwalikum Secondary	Chemistry 12	12	14	12	86
2007/2008	SCHOOL LEVEL	BC Public School	070	Alberni	07070001	Alberni District Secondary	Chemistry 12	12	17	16	94
2007/2008	SCHOOL LEVEL	BC Public School	070	Alberni	07070005	Ucluelet Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	071	Comox Valley	07171040	Georges P Vanier Secondary	Chemistry 12	12	23	21	91
2007/2008	SCHOOL LEVEL	BC Public School	071	Comox Valley	07171041	Highland Secondary	Chemistry 12	12	60	59	98
2007/2008	SCHOOL LEVEL	BC Public School	071	Comox Valley	07171054	Mark R. Isfeld Senior Secondary	Chemistry 12	12	14	12	86
2007/2008	SCHOOL LEVEL	BC Public School	071	Comox Valley	07198008	North Island Distance Education School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	072	Campbell River	07272010	Carihi Secondary	Chemistry 12	12	29	29	100
2007/2008	SCHOOL LEVEL	BC Public School	072	Campbell River	07272012	Timberline Secondary School	Chemistry 12	12	17	16	94
2007/2008	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324012	South Kamloops Secondary	Chemistry 12	12	24	23	96
2007/2008	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324043	Brocklehurst Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324044	Nor Kam Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324045	Valleyview Secondary	Chemistry 12	12	12	12	100
2007/2008	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324055	Westsyde Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324057	Sa-hali Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324070	Logan Lake Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07399103	@ KOOL	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	074	Gold Trail	07499134	Gold Trail Distributed Learning Program	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	075	Mission	07575014	Mission Secondary	Chemistry 12	12	20	20	100
2007/2008	SCHOOL LEVEL	BC Public School	075	Mission	07575022	Hatzic Secondary School	Chemistry 12	12	15	10	67
2007/2008	SCHOOL LEVEL	BC Public School	075	Mission	07575033	Heritage Park Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	078	Fraser-Cascade	07832003	Hope Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	078	Fraser-Cascade	07876003	Agassiz Elem-Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	079	Cowichan Valley	07965009	Cowichan Secondary	Chemistry 12	12	16	15	94
2007/2008	SCHOOL LEVEL	BC Public School	079	Cowichan Valley	07965033	Chemainus Secondary	Chemistry 12	12	11	11	100
2007/2008	SCHOOL LEVEL	BC Public School	079	Cowichan Valley	07965039	Frances Kelsey Secondary	Chemistry 12	12	26	26	100
2007/2008	SCHOOL LEVEL	BC Public School	079	Cowichan Valley	07966004	Lake Cowichan Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	081	Fort Nelson	08181013	Fort Nelson Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	082	Coast Mountains	08280002	Mount Elizabeth Secondary	Chemistry 12	12	14	12	86
2007/2008	SCHOOL LEVEL	BC Public School	082	Coast Mountains	08288024	Caledonia Sr Secondary	Chemistry 12	12	22	22	100
2007/2008	SCHOOL LEVEL	BC Public School	082	Coast Mountains	08288028	Bear Valley School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	082	Coast Mountains	08298009	North Coast Distance Education	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	083	North Okanagan-Shuswap	08321004	Pleasant Valley Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	083	North Okanagan-Shuswap	08383000	Gateway Community Learning Centre	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	083	North Okanagan-Shuswap	08383035	Salmon Arm Secondary	Chemistry 12	12	34	31	91
2007/2008	SCHOOL LEVEL	BC Public School	083	North Okanagan-Shuswap	08389002	A L Fortune Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	083	North Okanagan-Shuswap	08389010	Eagle River Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	083	North Okanagan-Shuswap	08399132	Educational Outreach Program	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	084	Vancouver Island West	08484012	Gold River Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	085	Vancouver Island North	08585018	North Island Secondary	Chemistry 12	12	12	11	92
2007/2008	SCHOOL LEVEL	BC Public School	091	Nechako Lakes	09156007	Fort St James Secondary	Chemistry 12	12	10	8	80
2007/2008	SCHOOL LEVEL	BC Public School	091	Nechako Lakes	09156008	Nechako Valley Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	091	Nechako Lakes	09191023	Lakes District Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	091	Nechako Lakes	09199085	Ebus Academy	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09339006	Kitsilano Secondary (Francophone Prog)	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09344004	Ecole Andre Piolat	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09346017	Chatelech Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09347021	Brooks Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09357012	Duchess Park Secondary	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09372010	Ecole Carihi	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09377002	Ecole Secondaire de Summerland	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09393002	Gabrielle-Roy	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			02296261	Vernon Christian School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			02396013	Immaculata Regional High School	Chemistry 12	12	16	15	94
2007/2008	SCHOOL LEVEL	BC Independent School			02396023	Okanagan Adventist Academy	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			02396281	Kelowna Christian School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			02396479	Heritage Christian School	Chemistry 12	12	13	11	85
2007/2008	SCHOOL LEVEL	BC Independent School			02396738	Heritage Christian Online School (DL)	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			02796177	Cariboo Adventist Academy	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			02796801	West Coast Adventist DL School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			03396181	Unity Christian School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			03396209	Timothy Christian School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			03396251	Highroad Academy	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			03396354	Mount Cheam Christian School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			03496020	Mennonite Educational Institute	Chemistry 12	12	30	30	100
2007/2008	SCHOOL LEVEL	BC Independent School			03496069	Abbotsford Christian School	Chemistry 12	12	11	11	100
2007/2008	SCHOOL LEVEL	BC Independent School			03496595	St John Brebeuf	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			03596061	Fraser Valley Adventist Academy	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			03596289	Credo Christian Schools	Chemistry 12	12	10	10	100
2007/2008	SCHOOL LEVEL	BC Independent School			03596311	Langley Christian	Chemistry 12	12	14	14	100
2007/2008	SCHOOL LEVEL	BC Independent School			03696015	Fraser Valley Christian High	Chemistry 12	12	24	23	96
2007/2008	SCHOOL LEVEL	BC Independent School			03696048	Relevant High	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			03696166	Holy Cross Regional High School	Chemistry 12	12	27	26	96
2007/2008	SCHOOL LEVEL	BC Independent School			03696309	White Rock Christian Academy	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			03696394	Pacific Academy	Chemistry 12	12	38	32	84
2007/2008	SCHOOL LEVEL	BC Independent School			03696476	Regent Christian Academy	Chemistry 12	12	10	10	100
2007/2008	SCHOOL LEVEL	BC Independent School			03696610	Southridge School	Chemistry 12	12	34	30	88
2007/2008	SCHOOL LEVEL	BC Independent School			03696720	Traditional Learning Academy Online	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			03796694	Southpointe Academy	Chemistry 12	12	14	14	100
2007/2008	SCHOOL LEVEL	BC Independent School			03896178	Richmond Christian School	Chemistry 12	12	19	18	95
2007/2008	SCHOOL LEVEL	BC Independent School			03996002	St George's School	Chemistry 12	12	24	23	96
2007/2008	SCHOOL LEVEL	BC Independent School			03996004	Crofton House	Chemistry 12	12	10	9	90
2007/2008	SCHOOL LEVEL	BC Independent School			03996007	Vancouver College	Chemistry 12	12	37	36	97
2007/2008	SCHOOL LEVEL	BC Independent School			03996011	York House School	Chemistry 12	12	16	16	100
2007/2008	SCHOOL LEVEL	BC Independent School			03996019	Little Flower Academy	Chemistry 12	12	31	31	100
2007/2008	SCHOOL LEVEL	BC Independent School			03996022	Notre Dame Regional Secondary	Chemistry 12	12	19	17	89
2007/2008	SCHOOL LEVEL	BC Independent School			03996030	St Patrick Regional Secondary	Chemistry 12	12	11	11	100
2007/2008	SCHOOL LEVEL	BC Independent School			03996319	Columbia College	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			03996435	St John's School	Chemistry 12	12	11	9	82
2007/2008	SCHOOL LEVEL	BC Independent School			03996451	King David High School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			03996497	Canadian Gateway Academy	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			03996527	St John's International	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			03996538	Royal Canadian College	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			03996601	West Coast Christian School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			03996645	West Point Grey Academy	Chemistry 12	12	20	20	100
2007/2008	SCHOOL LEVEL	BC Independent School			03996659	Century High School	Chemistry 12	12	24	21	88
2007/2008	SCHOOL LEVEL	BC Independent School			03996733	Pattison High School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			04196031	St Thomas More Collegiate	Chemistry 12	12	39	39	100
2007/2008	SCHOOL LEVEL	BC Independent School			04196766	Carver Christian High School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			04296099	Maple Ridge Christian School	Chemistry 12	12	16	16	100
2007/2008	SCHOOL LEVEL	BC Independent School			04296673	Meadowridge Secondary	Chemistry 12	12	22	22	100
2007/2008	SCHOOL LEVEL	BC Independent School			04396349	Coquitlam College	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			04396579	British Columbia Christian Academy	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			04396588	Traditional Learning Academy	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			04396629	Archbishop Carney Secondary	Chemistry 12	12	47	44	94
2007/2008	SCHOOL LEVEL	BC Independent School			04496062	St Thomas Aquinas	Chemistry 12	12	27	26	96
2007/2008	SCHOOL LEVEL	BC Independent School			04496551	Bodwell High School	Chemistry 12	12	31	29	94
2007/2008	SCHOOL LEVEL	BC Independent School			04496803	Bodwell Academy	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			04596367	Collingwood School	Chemistry 12	12	35	33	94
2007/2008	SCHOOL LEVEL	BC Independent School			04596701	Mulgrave School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			05496091	Houston Christian School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			05496124	Bulkley Valley Christian School	Chemistry 12	12	14	11	79
2007/2008	SCHOOL LEVEL	BC Independent School			05796230	Cedars Christian School	Chemistry 12	12	17	12	71
2007/2008	SCHOOL LEVEL	BC Independent School			06096473	Christian Life School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			06196008	St Michaels University School - Senior	Chemistry 12	12	26	25	96
2007/2008	SCHOOL LEVEL	BC Independent School			06196010	St Margaret's	Chemistry 12	12	10	10	100
2007/2008	SCHOOL LEVEL	BC Independent School			06196021	Glenlyon Norfolk School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			06196084	Pacific Christian School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			06196341	St Andrew's Regional High	Chemistry 12	12	23	22	96
2007/2008	SCHOOL LEVEL	BC Independent School			06896730	Aspengrove School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			07296335	Campbell River Christian School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			07396194	St Ann's Academy	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			07396280	Kamloops Christian School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			07996005	Brentwood College	Chemistry 12	12	19	18	95
2007/2008	SCHOOL LEVEL	BC Independent School			07996006	Shawnigan Lake	Chemistry 12	12	37	33	89
2007/2008	SCHOOL LEVEL	BC Independent School			07996017	Queen Margaret's	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			07996421	Maxwell International School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			07996680	Island Oak High School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			07996711	Lakeside Preparatory Academy	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			08296183	Centennial Christian School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			08396240	King's Christian School	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			08396713	Anchor Academy (DL)	Chemistry 12	12	Msk	Msk	Msk
2007/2008	SCHOOL LEVEL	BC Independent School			09196232	Northside Christian School	Chemistry 12	12	Msk	Msk	Msk
2008/2009	PROVINCE LEVEL	PROVINCE - Total					Chemistry 12	12	4613	4257	92
2008/2009	PROVINCE LEVEL	BC Public School					Chemistry 12	12	4159	3851	93
2008/2009	PROVINCE LEVEL	BC Independent School					Chemistry 12	12	454	406	89
2008/2009	DISTRICT LEVEL	BC Public School	005	Southeast Kootenay			Chemistry 12	12	31	25	81
2008/2009	DISTRICT LEVEL	BC Public School	006	Rocky Mountain			Chemistry 12	12	Msk	Msk	Msk
2008/2009	DISTRICT LEVEL	BC Public School	008	Kootenay Lake			Chemistry 12	12	45	42	93
2008/2009	DISTRICT LEVEL	BC Public School	019	Revelstoke			Chemistry 12	12	16	16	100
2008/2009	DISTRICT LEVEL	BC Public School	020	Kootenay-Columbia			Chemistry 12	12	22	21	95
2008/2009	DISTRICT LEVEL	BC Public School	022	Vernon			Chemistry 12	12	41	38	93
2008/2009	DISTRICT LEVEL	BC Public School	023	Central Okanagan			Chemistry 12	12	99	95	96
2008/2009	DISTRICT LEVEL	BC Public School	027	Cariboo-Chilcotin			Chemistry 12	12	27	24	89
2008/2009	DISTRICT LEVEL	BC Public School	028	Quesnel			Chemistry 12	12	Msk	Msk	Msk
2008/2009	DISTRICT LEVEL	BC Public School	033	Chilliwack			Chemistry 12	12	45	44	98
2008/2009	DISTRICT LEVEL	BC Public School	034	Abbotsford			Chemistry 12	12	198	185	93
2008/2009	DISTRICT LEVEL	BC Public School	035	Langley			Chemistry 12	12	70	67	96
2008/2009	DISTRICT LEVEL	BC Public School	036	Surrey			Chemistry 12	12	421	400	95
2008/2009	DISTRICT LEVEL	BC Public School	037	Delta			Chemistry 12	12	76	72	95
2008/2009	DISTRICT LEVEL	BC Public School	038	Richmond			Chemistry 12	12	382	362	95
2008/2009	DISTRICT LEVEL	BC Public School	039	Vancouver			Chemistry 12	12	610	566	93
2008/2009	DISTRICT LEVEL	BC Public School	040	New Westminster			Chemistry 12	12	100	96	96
2008/2009	DISTRICT LEVEL	BC Public School	041	Burnaby			Chemistry 12	12	242	225	93
2008/2009	DISTRICT LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows			Chemistry 12	12	45	43	96
2008/2009	DISTRICT LEVEL	BC Public School	043	Coquitlam			Chemistry 12	12	330	303	92
2008/2009	DISTRICT LEVEL	BC Public School	044	North Vancouver			Chemistry 12	12	131	118	90
2008/2009	DISTRICT LEVEL	BC Public School	045	West Vancouver			Chemistry 12	12	52	49	94
2008/2009	DISTRICT LEVEL	BC Public School	046	Sunshine Coast			Chemistry 12	12	Msk	Msk	Msk
2008/2009	DISTRICT LEVEL	BC Public School	047	Powell River			Chemistry 12	12	24	24	100
2008/2009	DISTRICT LEVEL	BC Public School	048	Sea to Sky			Chemistry 12	12	13	13	100
2008/2009	DISTRICT LEVEL	BC Public School	050	Haida Gwaii			Chemistry 12	12	Msk	Msk	Msk
2008/2009	DISTRICT LEVEL	BC Public School	051	Boundary			Chemistry 12	12	Msk	Msk	Msk
2008/2009	DISTRICT LEVEL	BC Public School	052	Prince Rupert			Chemistry 12	12	30	18	60
2008/2009	DISTRICT LEVEL	BC Public School	053	Okanagan Similkameen			Chemistry 12	12	23	23	100
2008/2009	DISTRICT LEVEL	BC Public School	054	Bulkley Valley			Chemistry 12	12	26	23	88
2008/2009	DISTRICT LEVEL	BC Public School	057	Prince George			Chemistry 12	12	124	103	83
2008/2009	DISTRICT LEVEL	BC Public School	058	Nicola-Similkameen			Chemistry 12	12	Msk	Msk	Msk
2008/2009	DISTRICT LEVEL	BC Public School	059	Peace River South			Chemistry 12	12	Msk	Msk	Msk
2008/2009	DISTRICT LEVEL	BC Public School	060	Peace River North			Chemistry 12	12	Msk	Msk	Msk
2008/2009	DISTRICT LEVEL	BC Public School	061	Greater Victoria			Chemistry 12	12	257	245	95
2008/2009	DISTRICT LEVEL	BC Public School	062	Sooke			Chemistry 12	12	31	31	100
2008/2009	DISTRICT LEVEL	BC Public School	063	Saanich			Chemistry 12	12	98	78	80
2008/2009	DISTRICT LEVEL	BC Public School	064	Gulf Islands			Chemistry 12	12	11	9	82
2008/2009	DISTRICT LEVEL	BC Public School	067	Okanagan Skaha			Chemistry 12	12	86	82	95
2008/2009	DISTRICT LEVEL	BC Public School	068	Nanaimo-Ladysmith			Chemistry 12	12	37	37	100
2008/2009	DISTRICT LEVEL	BC Public School	069	Qualicum			Chemistry 12	12	18	14	78
2008/2009	DISTRICT LEVEL	BC Public School	070	Alberni			Chemistry 12	12	12	12	100
2008/2009	DISTRICT LEVEL	BC Public School	071	Comox Valley			Chemistry 12	12	82	79	96
2008/2009	DISTRICT LEVEL	BC Public School	072	Campbell River			Chemistry 12	12	51	49	96
2008/2009	DISTRICT LEVEL	BC Public School	073	Kamloops/Thompson			Chemistry 12	12	34	30	88
2008/2009	DISTRICT LEVEL	BC Public School	074	Gold Trail			Chemistry 12	12	Msk	Msk	Msk
2008/2009	DISTRICT LEVEL	BC Public School	075	Mission			Chemistry 12	12	28	27	96
2008/2009	DISTRICT LEVEL	BC Public School	078	Fraser-Cascade			Chemistry 12	12	Msk	Msk	Msk
2008/2009	DISTRICT LEVEL	BC Public School	079	Cowichan Valley			Chemistry 12	12	15	14	93
2008/2009	DISTRICT LEVEL	BC Public School	082	Coast Mountains			Chemistry 12	12	21	19	90
2008/2009	DISTRICT LEVEL	BC Public School	083	North Okanagan-Shuswap			Chemistry 12	12	70	55	79
2008/2009	DISTRICT LEVEL	BC Public School	085	Vancouver Island North			Chemistry 12	12	Msk	Msk	Msk
2008/2009	DISTRICT LEVEL	BC Public School	091	Nechako Lakes			Chemistry 12	12	11	9	82
2008/2009	DISTRICT LEVEL	BC Public School	093	Conseil scolaire francophone			Chemistry 12	12	15	12	80
2008/2009	SCHOOL LEVEL	BC Public School	005	Southeast Kootenay	00502001	Mount Baker Secondary	Chemistry 12	12	24	20	83
2008/2009	SCHOOL LEVEL	BC Public School	005	Southeast Kootenay	00505033	Elkford Elementary Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	005	Southeast Kootenay	00505034	Fernie Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	005	Southeast Kootenay	00505035	Sparwood Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	005	Southeast Kootenay	00599078	Kootenay Educational Services	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	006	Rocky Mountain	00604015	David Thompson Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	006	Rocky Mountain	00618005	Golden Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	008	Kootenay Lake	00807013	L V Rogers Secondary	Chemistry 12	12	34	32	94
2008/2009	SCHOOL LEVEL	BC Public School	008	Kootenay Lake	00807025	Mount Sentinel Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	008	Kootenay Lake	00886006	Crawford Bay Elem-Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	008	Kootenay Lake	00898001	Distance Ed School of the Kootenays	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	019	Revelstoke	01919003	Revelstoke Secondary	Chemistry 12	12	16	16	100
2008/2009	SCHOOL LEVEL	BC Public School	020	Kootenay-Columbia	02009010	Stanley Humphries Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	020	Kootenay-Columbia	02011012	J Lloyd Crowe Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	020	Kootenay-Columbia	02011014	Rossland Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	022	Vernon	02222007	W L Seaton Secondary	Chemistry 12	12	11	9	82
2008/2009	SCHOOL LEVEL	BC Public School	022	Vernon	02222017	Vernon Secondary	Chemistry 12	12	11	11	100
2008/2009	SCHOOL LEVEL	BC Public School	022	Vernon	02222022	Kalamalka Secondary	Chemistry 12	12	14	14	100
2008/2009	SCHOOL LEVEL	BC Public School	022	Vernon	02222025	Clarence Fulton Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	022	Vernon	02222027	Charles Bloom Elementary Secondary	Chemistry 12	12	Msk	Msk	Msk
2008/2009	SCHOOL LEVEL	BC Public School	023	Central Okanagan	02323028	George Elliot Secondary	Chemistry 12	12	13	12	92
2008/2009	SCHOOL LEVEL	BC Public School	023	Central Okanagan	02323044	Rutland Senior Secondary	Chemistry 12	12	17	16	94
